datetime,open,high,low,close,volume
2023-11-24 01:50:00,37407.99,37408.17,37407.91,37408.01,6.9324
2023-11-24 01:51:00,37408.01,37408.01,37398.0,37398.0,6.0628
2023-11-24 01:52:00,37398.0,37398.01,37388.24,37388.25,4.2416
2023-11-24 01:53:00,37388.25,37390.57,37383.63,37390.54,4.3211
2023-11-24 01:54:00,37390.54,37390.54,37384.24,37384.26,4.9096
2023-11-24 01:55:00,37384.26,37384.63,37384.21,37384.5,4.6868
2023-11-24 01:56:00,37384.5,37384.64,37384.19,37384.28,4.909
2023-11-24 01:57:00,37384.28,37394.69,37384.27,37386.75,7.9717
2023-11-24 01:58:00,37386.75,37387.27,37386.75,37387.22,5.3564
2023-11-24 01:59:00,37387.22,37395.52,37386.4,37395.52,3.7398
2023-11-24 02:00:00,37395.52,37406.4,37395.52,37406.4,5.0836
2023-11-24 02:01:00,37406.4,37418.63,37406.4,37418.63,5.4116
2023-11-24 02:02:00,37418.63,37419.57,37418.52,37418.64,3.9416
2023-11-24 02:03:00,37418.64,37418.7,37401.3,37401.3,3.1908
2023-11-24 02:04:00,37401.3,37401.3,37371.71,37371.72,4.2763
2023-11-24 02:05:00,37371.72,37371.72,37350.07,37350.07,5.0332
2023-11-24 02:06:00,37350.07,37350.08,37328.01,37339.75,5.4205
2023-11-24 02:07:00,37339.75,37345.57,37339.75,37345.11,5.9673
2023-11-24 02:08:00,37345.11,37355.62,37344.9,37355.61,7.1399
2023-11-24 02:09:00,37355.61,37355.61,37327.26,37346.78,5.2213
2023-11-24 02:10:00,37346.78,37358.33,37346.78,37355.94,7.3655
2023-11-24 02:11:00,37355.94,37375.85,37355.94,37375.85,9.0204
2023-11-24 02:12:00,37375.85,37381.32,37375.85,37381.09,3.9422
2023-11-24 02:13:00,37381.09,37381.1,37371.25,37372.28,6.0672
2023-11-24 02:14:00,37372.28,37381.28,37372.21,37380.68,5.149
2023-11-24 02:15:00,37380.68,37391.35,37379.36,37391.35,1.7954
2023-11-24 02:16:00,37391.35,37392.59,37389.58,37389.77,4.1738
2023-11-24 02:17:00,37389.77,37401.55,37389.77,37401.53,4.307
2023-11-24 02:18:00,37401.53,37407.3,37400.11,37407.29,5.7078
2023-11-24 02:19:00,37407.29,37407.3,37402.14,37402.26,6.3267
2023-11-24 02:20:00,37402.26,37405.47,37395.7,37405.4,4.2878
2023-11-24 02:21:00,37405.4,37416.6,37405.38,37407.83,3.7013
2023-11-24 02:22:00,37407.83,37408.0,37406.49,37407.96,4.3534
2023-11-24 02:23:00,37407.96,37418.97,37407.74,37409.57,6.6813
2023-11-24 02:24:00,37409.57,37412.5,37405.61,37406.24,6.4195
2023-11-24 02:25:00,37406.24,37416.91,37406.16,37416.91,6.0334
2023-11-24 02:26:00,37416.91,37417.05,37401.45,37404.88,5.2356
2023-11-24 02:27:00,37404.88,37411.65,37403.16,37403.46,3.3144
2023-11-24 02:28:00,37403.46,37403.58,37402.4,37402.4,4.5217
2023-11-24 02:29:00,37402.4,37403.66,37402.39,37403.51,2.9594
2023-11-24 02:30:00,37403.51,37403.64,37402.49,37403.57,2.5147
2023-11-24 02:31:00,37403.57,37403.57,37390.41,37402.11,2.6624
2023-11-24 02:32:00,37402.11,37410.91,37397.02,37410.9,4.4287
2023-11-24 02:33:00,37410.9,37410.91,37403.77,37403.77,7.9461
2023-11-24 02:34:00,37403.77,37404.31,37401.14,37402.72,7.0079
2023-11-24 02:35:00,37402.72,37403.21,37398.99,37399.09,4.9922
2023-11-24 02:36:00,37399.09,37416.0,37399.09,37416.0,6.017
2023-11-24 02:37:00,37416.0,37417.77,37414.78,37414.78,6.9128
2023-11-24 02:38:00,37414.78,37427.69,37414.75,37427.68,7.1341
2023-11-24 02:39:00,37427.68,37430.0,37426.88,37427.51,7.633
2023-11-24 02:40:00,37427.51,37427.93,37425.0,37425.03,6.2005
2023-11-24 02:41:00,37425.03,37434.24,37425.0,37431.19,4.6889
2023-11-24 02:42:00,37431.19,37438.62,37430.43,37433.04,3.8147
2023-11-24 02:43:00,37433.04,37433.04,37428.63,37428.63,3.9276
2023-11-24 02:44:00,37428.63,37430.42,37427.4,37427.4,6.6877
2023-11-24 02:45:00,37427.4,37427.4,37422.62,37423.94,4.2515
2023-11-24 02:46:00,37423.94,37427.45,37423.74,37427.29,3.1212
2023-11-24 02:47:00,37427.29,37427.31,37413.73,37413.89,3.8612
2023-11-24 02:48:00,37413.89,37413.98,37410.01,37410.02,5.4886
2023-11-24 02:49:00,37410.02,37418.24,37410.01,37418.22,4.5357
2023-11-24 02:50:00,37418.22,37423.94,37418.17,37423.94,4.7264
2023-11-24 02:51:00,37423.94,37423.94,37413.71,37417.99,4.3054
2023-11-24 02:52:00,37417.99,37417.99,37402.18,37403.62,5.2045
2023-11-24 02:53:00,37403.62,37413.45,37403.62,37410.92,5.9021
2023-11-24 02:54:00,37410.92,37410.92,37406.01,37406.02,2.4559
2023-11-24 02:55:00,37406.02,37406.02,37389.7,37389.7,1.4774
2023-11-24 02:56:00,37389.7,37389.7,37374.44,37386.01,3.4901
2023-11-24 02:57:00,37386.01,37386.02,37378.24,37378.24,6.4153
2023-11-24 02:58:00,37378.24,37393.23,37378.24,37392.44,8.2184
2023-11-24 02:59:00,37392.44,37393.23,37382.25,37382.25,7.5246
2023-11-24 03:00:00,37382.25,37384.69,37381.77,37384.09,5.4324
2023-11-24 03:01:00,37384.09,37384.09,37373.5,37374.08,6.3853
2023-11-24 03:02:00,37374.08,37375.61,37369.4,37374.88,6.4091
2023-11-24 03:03:00,37374.88,37376.57,37374.87,37376.51,5.2667
2023-11-24 03:04:00,37376.51,37380.0,37375.1,37380.0,2.5299
2023-11-24 03:05:00,37380.0,37380.0,37379.99,37379.99,3.7307
2023-11-24 03:06:00,37379.99,37380.0,37376.6,37376.82,5.1301
2023-11-24 03:07:00,37376.82,37376.82,37368.54,37368.54,5.8972
2023-11-24 03:08:00,37368.54,37376.7,37367.61,37376.7,7.2686
2023-11-24 03:09:00,37376.7,37376.7,37366.87,37367.35,5.3669
2023-11-24 03:10:00,37367.35,37378.61,37367.35,37378.6,3.4483
2023-11-24 03:11:00,37378.6,37380.16,37378.6,37380.12,4.8733
2023-11-24 03:12:00,37380.12,37383.43,37372.0,37382.11,7.2246
2023-11-24 03:13:00,37382.11,37383.15,37378.66,37378.66,4.5814
2023-11-24 03:14:00,37378.66,37378.67,37375.49,37376.44,4.9392
2023-11-24 03:15:00,37376.44,37376.76,37375.43,37376.48,8.6009
2023-11-24 03:16:00,37376.48,37382.63,37376.42,37382.42,5.7485
2023-11-24 03:17:00,37382.42,37382.63,37381.49,37382.59,5.4765
2023-11-24 03:18:00,37382.59,37382.63,37382.4,37382.63,7.3825
2023-11-24 03:19:00,37382.63,37383.46,37382.4,37383.4,6.4537
2023-11-24 03:20:00,37383.4,37393.7,37383.39,37389.46,3.5151
2023-11-24 03:21:00,37389.46,37390.44,37388.59,37388.61,2.567
2023-11-24 03:22:00,37388.61,37388.61,37375.73,37375.75,2.3755
2023-11-24 03:23:00,37375.75,37375.75,37357.73,37357.99,5.0869
2023-11-24 03:24:00,37357.99,37360.12,37357.89,37359.32,8.236
2023-11-24 03:25:00,37359.32,37360.38,37358.66,37360.35,8.7346
2023-11-24 03:26:00,37360.35,37367.52,37360.35,37367.41,5.4841
2023-11-24 03:27:00,37367.41,37373.8,37367.4,37372.0,6.1088
2023-11-24 03:28:00,37372.0,37374.24,37372.0,37374.22,8.609
2023-11-24 03:29:00,37374.22,37380.19,37373.23,37380.19,6.63
2023-11-24 03:30:00,37380.19,37381.59,37376.52,37376.52,5.5416
2023-11-24 03:31:00,37376.52,37377.29,37356.43,37357.69,5.5271
2023-11-24 03:32:00,37357.69,37357.85,37340.02,37344.23,8.8184
2023-11-24 03:33:00,37344.23,37352.08,37343.13,37343.31,10.0408
2023-11-24 03:34:00,37343.31,37343.43,37341.19,37342.39,7.7671
2023-11-24 03:35:00,37342.39,37342.53,37342.24,37342.34,5.1566
2023-11-24 03:36:00,37342.34,37342.34,37323.72,37335.61,4.5848
2023-11-24 03:37:00,37335.61,37337.94,37331.8,37337.87,5.3231
2023-11-24 03:38:00,37337.87,37338.46,37333.71,37335.3,6.0931
2023-11-24 03:39:00,37335.3,37335.3,37327.43,37331.67,6.1715
2023-11-24 03:40:00,37331.67,37337.74,37331.62,37337.47,5.9598
2023-11-24 03:41:00,37337.47,37348.44,37337.47,37348.44,3.7735
2023-11-24 03:42:00,37348.44,37348.44,37344.02,37344.02,7.6334
2023-11-24 03:43:00,37344.02,37346.4,37337.8,37337.8,5.7685
2023-11-24 03:44:00,37337.8,37344.9,37337.8,37344.8,5.8668
2023-11-24 03:45:00,37344.8,37344.9,37344.07,37344.07,8.7712
2023-11-24 03:46:00,37344.07,37353.1,37344.07,37353.1,9.0945
2023-11-24 03:47:00,37353.1,37353.1,37351.0,37352.6,6.4245
2023-11-24 03:48:00,37352.6,37352.61,37350.74,37350.92,7.8908
2023-11-24 03:49:00,37350.92,37350.92,37346.1,37346.1,8.2601
2023-11-24 03:50:00,37346.1,37346.11,37342.39,37342.4,10.4174
2023-11-24 03:51:00,37342.4,37346.09,37342.39,37346.06,8.5957
2023-11-24 03:52:00,37346.06,37346.09,37337.91,37337.91,8.1158
2023-11-24 03:53:00,37337.91,37337.91,37305.54,37311.23,9.9392
2023-11-24 03:54:00,37311.23,37321.73,37311.23,37321.6,6.9052
2023-11-24 03:55:00,37321.6,37326.08,37321.6,37326.02,3.807
2023-11-24 03:56:00,37326.02,37326.07,37326.02,37326.03,5.9405
2023-11-24 03:57:00,37326.03,37326.07,37321.5,37325.96,8.0273
2023-11-24 03:58:00,37325.96,37326.05,37324.36,37326.05,8.6517
2023-11-24 03:59:00,37326.05,37326.05,37315.64,37315.65,6.1241
2023-11-24 04:00:00,37315.65,37320.7,37315.62,37319.69,3.7667
2023-11-24 04:01:00,37319.69,37324.75,37319.68,37324.75,2.7034
2023-11-24 04:02:00,37324.75,37324.84,37315.76,37315.76,5.4099
2023-11-24 04:03:00,37315.76,37315.76,37300.44,37300.54,9.4376
2023-11-24 04:04:00,37300.54,37308.67,37300.0,37308.57,9.2708
2023-11-24 04:05:00,37308.57,37308.58,37301.79,37302.29,6.4915
2023-11-24 04:06:00,37302.29,37304.23,37302.22,37304.23,4.9352
2023-11-24 04:07:00,37304.23,37308.64,37304.04,37308.62,3.0971
2023-11-24 04:08:00,37308.62,37308.71,37302.25,37302.25,4.3964
2023-11-24 04:09:00,37302.25,37308.85,37300.53,37306.21,6.0441
2023-11-24 04:10:00,37306.21,37308.86,37305.52,37308.85,6.0771
2023-11-24 04:11:00,37308.85,37308.85,37307.57,37307.88,5.8268
2023-11-24 04:12:00,37307.88,37307.89,37307.58,37307.87,5.4367
2023-11-24 04:13:00,37307.87,37307.88,37307.59,37307.88,5.4226
2023-11-24 04:14:00,37307.88,37307.88,37307.63,37307.73,5.1146
2023-11-24 04:15:00,37307.73,37307.88,37307.58,37307.87,3.0939
2023-11-24 04:16:00,37307.87,37308.0,37307.6,37307.88,2.3795
2023-11-24 04:17:00,37307.88,37308.81,37307.59,37308.79,1.9765
2023-11-24 04:18:00,37308.79,37308.81,37308.6,37308.79,1.2912
2023-11-24 04:19:00,37308.79,37312.85,37308.79,37312.59,3.07
2023-11-24 04:20:00,37312.59,37315.4,37312.59,37315.39,2.8134
2023-11-24 04:21:00,37315.39,37325.0,37315.39,37325.0,2.1571
2023-11-24 04:22:00,37325.0,37336.44,37324.99,37329.05,2.5957
2023-11-24 04:23:00,37329.05,37335.38,37329.05,37330.56,2.2387
2023-11-24 04:24:00,37330.56,37330.56,37324.96,37328.69,2.168
2023-11-24 04:25:00,37328.69,37332.53,37326.44,37326.44,1.5198
2023-11-24 04:26:00,37326.44,37328.18,37326.3,37326.36,2.3591
2023-11-24 04:27:00,37326.36,37328.18,37326.08,37328.18,4.3115
2023-11-24 04:28:00,37328.18,37328.4,37328.17,37328.39,3.549
2023-11-24 04:29:00,37328.39,37328.39,37324.85,37325.06,2.2509
2023-11-24 04:30:00,37325.06,37326.98,37324.85,37325.09,1.2042
2023-11-24 04:31:00,37325.09,37326.0,37324.99,37325.99,3.1018
2023-11-24 04:32:00,37325.99,37326.62,37324.97,37325.11,4.7628
2023-11-24 04:33:00,37325.11,37332.65,37324.83,37332.61,4.4904
2023-11-24 04:34:00,37332.61,37340.82,37332.61,37338.98,4.1543
2023-11-24 04:35:00,37338.98,37345.15,37338.96,37339.34,3.6075
2023-11-24 04:36:00,37339.34,37340.67,37339.26,37339.46,3.5864
2023-11-24 04:37:00,37339.46,37341.99,37336.35,37336.35,3.3158
2023-11-24 04:38:00,37336.35,37336.57,37330.96,37331.01,1.1312
2023-11-24 04:39:00,37331.01,37331.08,37322.7,37324.58,1.2466
2023-11-24 04:40:00,37324.58,37341.51,37323.74,37341.51,3.0586
2023-11-24 04:41:00,37341.51,37349.99,37341.51,37349.91,4.2469
2023-11-24 04:42:00,37349.91,37349.91,37346.43,37347.87,3.611
2023-11-24 04:43:00,37347.87,37350.0,37347.87,37349.99,3.275
2023-11-24 04:44:00,37349.99,37352.53,37349.99,37351.33,3.8988
2023-11-24 04:45:00,37351.33,37351.33,37338.57,37338.58,3.8365
2023-11-24 04:46:00,37338.58,37343.93,37338.21,37342.59,2.166
2023-11-24 04:47:00,37342.59,37342.59,37340.01,37341.61,2.5712
2023-11-24 04:48:00,37341.61,37341.69,37339.29,37339.29,2.6243
2023-11-24 04:49:00,37339.29,37339.3,37335.87,37335.87,2.5981
2023-11-24 04:50:00,37335.87,37335.87,37334.81,37334.82,4.1118
2023-11-24 04:51:00,37334.82,37342.14,37334.81,37341.96,3.0546
2023-11-24 04:52:00,37341.96,37343.0,37341.86,37342.94,2.8017
2023-11-24 04:53:00,37342.94,37342.94,37337.21,37337.33,2.6471
2023-11-24 04:54:00,37337.33,37341.87,37335.87,37341.87,3.2814
2023-11-24 04:55:00,37341.87,37351.33,37341.87,37351.16,3.9438
2023-11-24 04:56:00,37351.16,37357.91,37351.15,37357.91,2.515
2023-11-24 04:57:00,37357.91,37360.23,37352.01,37352.01,2.7804
2023-11-24 04:58:00,37352.01,37353.26,37349.41,37350.9,3.1097
2023-11-24 04:59:00,37350.9,37351.84,37348.73,37349.03,3.9965
2023-11-24 05:00:00,37349.03,37349.39,37348.45,37348.64,4.0611
2023-11-24 05:01:00,37348.64,37349.77,37348.56,37349.77,3.0978
2023-11-24 05:02:00,37349.77,37349.77,37349.5,37349.76,4.2448
2023-11-24 05:03:00,37349.76,37351.97,37349.08,37351.97,3.219
2023-11-24 05:04:00,37351.97,37351.97,37341.02,37341.02,2.6386
2023-11-24 05:05:00,37341.02,37341.08,37339.08,37339.22,3.6358
2023-11-24 05:06:00,37339.22,37339.5,37331.68,37331.68,3.766
2023-11-24 05:07:00,37331.68,37331.89,37323.74,37324.0,2.603
2023-11-24 05:08:00,37324.0,37324.0,37311.94,37311.96,2.8297
2023-11-24 05:09:00,37311.96,37314.0,37311.96,37313.92,4.7333
2023-11-24 05:10:00,37313.92,37314.0,37307.64,37309.55,2.9948
2023-11-24 05:11:00,37309.55,37316.49,37309.55,37314.95,2.4349
2023-11-24 05:12:00,37314.95,37315.58,37312.81,37315.51,2.7912
2023-11-24 05:13:00,37315.51,37324.54,37315.35,37324.54,2.1891
2023-11-24 05:14:00,37324.54,37324.58,37316.54,37319.91,5.696
2023-11-24 05:15:00,37319.91,37321.38,37313.33,37321.38,5.6578
2023-11-24 05:16:00,37321.38,37327.19,37320.11,37327.19,7.3445
2023-11-24 05:17:00,37327.19,37327.82,37324.29,37324.29,9.4493
2023-11-24 05:18:00,37324.29,37324.29,37316.77,37316.77,8.6597
2023-11-24 05:19:00,37316.77,37321.43,37316.65,37321.3,7.8363
2023-11-24 05:20:00,37321.3,37338.37,37321.21,37338.36,5.8697
2023-11-24 05:21:00,37338.36,37338.37,37338.36,37338.37,5.0184
2023-11-24 05:22:00,37338.37,37340.26,37338.36,37340.26,6.5503
2023-11-24 05:23:00,37340.26,37340.31,37340.01,37340.04,7.6848
2023-11-24 05:24:00,37340.04,37343.56,37340.02,37343.33,6.7172
2023-11-24 05:25:00,37343.33,37343.4,37342.54,37343.39,5.541
2023-11-24 05:26:00,37343.39,37356.34,37343.35,37356.33,6.5816
2023-11-24 05:27:00,37356.33,37356.34,37352.5,37353.79,6.2457
2023-11-24 05:28:00,37353.79,37361.93,37353.79,37361.93,3.3364
2023-11-24 05:29:00,37361.93,37369.05,37361.92,37369.05,5.3636
2023-11-24 05:30:00,37369.05,37383.08,37369.02,37381.38,9.6426
2023-11-24 05:31:00,37381.38,37381.38,37378.79,37379.05,7.1572
2023-11-24 05:32:00,37379.05,37381.37,37378.8,37381.37,3.7334
2023-11-24 05:33:00,37381.37,37390.42,37381.37,37385.91,5.1955
2023-11-24 05:34:00,37385.91,37387.08,37385.91,37387.04,7.4179
2023-11-24 05:35:00,37387.04,37387.21,37387.02,37387.03,5.8181
2023-11-24 05:36:00,37387.03,37387.03,37376.76,37385.08,5.2918
2023-11-24 05:37:00,37385.08,37393.59,37385.08,37393.59,6.2675
2023-11-24 05:38:00,37393.59,37395.61,37393.58,37395.61,3.628
2023-11-24 05:39:00,37395.61,37397.78,37395.6,37397.78,4.8381
2023-11-24 05:40:00,37397.78,37399.73,37390.61,37390.61,7.3941
2023-11-24 05:41:00,37390.61,37394.67,37390.05,37394.21,7.9382
2023-11-24 05:42:00,37394.21,37394.21,37387.63,37387.65,7.9829
2023-11-24 05:43:00,37387.65,37394.78,37387.61,37394.78,8.5439
2023-11-24 05:44:00,37394.78,37394.78,37394.52,37394.77,10.2846
2023-11-24 05:45:00,37394.77,37397.93,37391.99,37397.92,6.3525
2023-11-24 05:46:00,37397.92,37399.97,37392.12,37392.4,4.6132
2023-11-24 05:47:00,37392.4,37392.48,37392.16,37392.23,5.8519
2023-11-24 05:48:00,37392.23,37392.23,37387.2,37387.28,4.9234
2023-11-24 05:49:00,37387.28,37387.47,37384.08,37384.11,6.7456
2023-11-24 05:50:00,37384.11,37384.11,37378.9,37379.03,6.5359
2023-11-24 05:51:00,37379.03,37390.73,37378.96,37384.41,5.1185
2023-11-24 05:52:00,37384.41,37389.35,37384.36,37389.03,4.9808
2023-11-24 05:53:00,37389.03,37389.13,37386.64,37388.19,6.2747
2023-11-24 05:54:00,37388.19,37397.94,37388.16,37397.94,5.47
2023-11-24 05:55:00,37397.94,37397.96,37397.74,37397.76,6.7661
2023-11-24 05:56:00,37397.76,37397.99,37397.74,37397.83,8.4014
2023-11-24 05:57:00,37397.83,37414.31,37397.77,37414.06,7.8417
2023-11-24 05:58:00,37414.06,37420.52,37413.76,37420.44,6.9611
2023-11-24 05:59:00,37420.44,37425.09,37420.3,37425.09,4.386
2023-11-24 06:00:00,37425.09,37426.04,37413.4,37413.6,6.2586
2023-11-24 06:01:00,37413.6,37413.7,37406.39,37406.51,4.9596
2023-11-24 06:02:00,37406.51,37406.52,37403.36,37403.42,5.1331
2023-11-24 06:03:00,37403.42,37403.42,37397.8,37397.88,6.1285
2023-11-24 06:04:00,37397.88,37404.23,37397.88,37402.97,4.9163
2023-11-24 06:05:00,37402.97,37403.94,37402.97,37403.94,6.6754
2023-11-24 06:06:00,37403.94,37405.56,37403.93,37404.5,6.5792
2023-11-24 06:07:00,37404.5,37404.56,37402.12,37402.33,3.2277
2023-11-24 06:08:00,37402.33,37402.33,37397.75,37399.6,2.5423
2023-11-24 06:09:00,37399.6,37416.53,37398.03,37416.53,3.3953
2023-11-24 06:10:00,37416.53,37419.6,37405.69,37413.57,4.0416
2023-11-24 06:11:00,37413.57,37413.57,37403.81,37403.92,6.822
2023-11-24 06:12:00,37403.92,37403.92,37395.61,37395.62,7.0862
2023-11-24 06:13:00,37395.62,37395.62,37385.99,37386.76,3.6405
2023-11-24 06:14:00,37386.76,37398.82,37386.76,37398.09,4.0418
2023-11-24 06:15:00,37398.09,37398.09,37391.81,37392.95,5.9932
2023-11-24 06:16:00,37392.95,37398.38,37392.37,37398.37,8.1006
2023-11-24 06:17:00,37398.37,37409.45,37398.37,37406.54,8.2283
2023-11-24 06:18:00,37406.54,37406.55,37394.24,37394.24,9.3197
2023-11-24 06:19:00,37394.24,37394.28,37394.0,37394.01,5.4098
2023-11-24 06:20:00,37394.01,37395.81,37394.0,37395.42,4.096
2023-11-24 06:21:00,37395.42,37395.61,37387.71,37387.72,5.2068
2023-11-24 06:22:00,37387.72,37388.2,37385.78,37385.78,5.3722
2023-11-24 06:23:00,37385.78,37385.82,37381.75,37385.81,5.4704
2023-11-24 06:24:00,37385.81,37391.3,37385.81,37391.19,7.8284
2023-11-24 06:25:00,37391.19,37391.34,37385.0,37385.86,8.1421
2023-11-24 06:26:00,37385.86,37385.86,37383.39,37383.39,4.9812
2023-11-24 06:27:00,37383.39,37383.75,37382.96,37382.99,4.741
2023-11-24 06:28:00,37382.99,37382.99,37375.1,37375.1,7.3497
2023-11-24 06:29:00,37375.1,37375.94,37368.44,37368.5,8.0061
2023-11-24 06:30:00,37368.5,37370.58,37363.62,37368.87,7.4665
2023-11-24 06:31:00,37368.87,37369.1,37368.29,37368.3,7.7216
2023-11-24 06:32:00,37368.3,37373.59,37368.29,37371.18,5.33
2023-11-24 06:33:00,37371.18,37379.97,37371.18,37379.97,3.3411
2023-11-24 06:34:00,37379.97,37379.98,37378.81,37379.03,4.478
2023-11-24 06:35:00,37379.03,37381.92,37379.03,37381.92,6.8401
2023-11-24 06:36:00,37381.92,37389.0,37381.0,37389.0,6.0567
2023-11-24 06:37:00,37389.0,37389.37,37380.32,37380.55,4.3546
2023-11-24 06:38:00,37380.55,37381.73,37378.87,37381.7,4.1871
2023-11-24 06:39:00,37381.7,37391.11,37380.24,37391.1,4.5756
2023-11-24 06:40:00,37391.1,37406.0,37391.1,37406.0,5.4386
2023-11-24 06:41:00,37406.0,37413.36,37403.78,37412.06,4.2396
2023-11-24 06:42:00,37412.06,37414.23,37409.67,37409.67,5.0313
2023-11-24 06:43:00,37409.67,37413.88,37406.28,37413.88,11.4307
2023-11-24 06:44:00,37413.88,37420.82,37412.87,37420.81,9.8956
2023-11-24 06:45:00,37420.81,37420.81,37409.63,37419.52,9.651
2023-11-24 06:46:00,37419.52,37419.52,37407.83,37407.93,5.7752
2023-11-24 06:47:00,37407.93,37407.98,37392.08,37392.08,2.7346
2023-11-24 06:48:00,37392.08,37410.75,37392.06,37410.74,4.1096
2023-11-24 06:49:00,37410.74,37416.99,37409.21,37409.21,5.2649
2023-11-24 06:50:00,37409.21,37409.21,37388.54,37388.54,12.8531
2023-11-24 06:51:00,37388.54,37395.07,37388.54,37395.07,12.1596
2023-11-24 06:52:00,37395.07,37395.07,37386.32,37386.32,9.7244
2023-11-24 06:53:00,37386.32,37386.39,37386.31,37386.34,6.799
2023-11-24 06:54:00,37386.34,37386.35,37375.0,37375.0,5.8538
2023-11-24 06:55:00,37375.0,37376.0,37364.76,37365.2,7.3012
2023-11-24 06:56:00,37365.2,37365.72,37365.13,37365.19,3.8028
2023-11-24 06:57:00,37365.19,37374.63,37365.19,37374.35,8.1068
2023-11-24 06:58:00,37374.35,37375.92,37372.72,37375.32,11.0709
2023-11-24 06:59:00,37375.32,37379.48,37375.32,37379.48,6.6506
2023-11-24 07:00:00,37379.48,37379.48,37372.95,37373.1,7.4707
2023-11-24 07:01:00,37373.1,37373.13,37364.67,37364.67,9.8567
2023-11-24 07:02:00,37364.67,37369.05,37364.65,37367.97,7.0767
2023-11-24 07:03:00,37367.97,37367.97,37367.16,37367.16,6.4984
2023-11-24 07:04:00,37367.16,37367.25,37364.38,37365.97,10.4355
2023-11-24 07:05:00,37365.97,37365.97,37354.2,37365.5,10.2794
2023-11-24 07:06:00,37365.5,37365.88,37358.81,37358.81,7.6388
2023-11-24 07:07:00,37358.81,37363.4,37355.08,37363.4,8.1573
2023-11-24 07:08:00,37363.4,37363.6,37357.8,37357.94,10.3573
2023-11-24 07:09:00,37357.94,37361.59,37357.93,37361.58,10.0797
2023-11-24 07:10:00,37361.58,37361.59,37360.56,37360.57,8.5636
2023-11-24 07:11:00,37360.57,37361.47,37356.74,37361.46,9.107
2023-11-24 07:12:00,37361.46,37365.19,37361.46,37365.18,7.6229
2023-11-24 07:13:00,37365.18,37365.19,37365.12,37365.13,6.7956
2023-11-24 07:14:00,37365.13,37366.95,37365.0,37365.01,11.398
2023-11-24 07:15:00,37365.01,37365.11,37362.28,37365.11,9.0669
2023-11-24 07:16:00,37365.11,37385.78,37365.11,37371.89,8.5218
2023-11-24 07:17:00,37371.89,37371.98,37365.57,37365.68,10.061
2023-11-24 07:18:00,37365.68,37379.88,37365.67,37379.6,8.3006
2023-11-24 07:19:00,37379.6,37385.64,37378.55,37385.55,8.0816
2023-11-24 07:20:00,37385.55,37387.2,37385.54,37386.42,10.6668
2023-11-24 07:21:00,37386.42,37389.09,37383.83,37384.0,7.107
2023-11-24 07:22:00,37384.0,37384.0,37377.32,37377.32,4.4872
2023-11-24 07:23:00,37377.32,37377.32,37375.65,37375.69,7.2885
2023-11-24 07:24:00,37375.69,37375.91,37375.65,37375.77,6.5521
